100000000000;111;14;00000000021789855204
100000000000;111;4;00000000000023922077
110000000000;111;14;00000000000882156227
110000000000;111;4;00000000000016722896
110100000000;111;14;00000000000644164373
110100000000;111;4;000000000000000000000
110200000000;111;14;00000000000112564152
110200000000;111;4;00000000000016722896
110201000000;111;14;000000000000000000000
110201000000;111;4;000000000000000000000
110202000000;111;14;00000000000112564152
110202000000;111;4;00000000000016722896
110203000000;111;14;000000000000000000000
110203000000;111;4;000000000000000000000
110300000000;111;14;000000000000000000000
110300000000;111;4;000000000000000000000
110301000000;111;14;000000000000000000000
110301000000;111;4;000000000000000000000
110303000000;111;14;000000000000000000000
110303000000;111;4;000000000000000000000
110390000000;111;14;000000000000000000000
110390000000;111;4;000000000000000000000
110400000000;111;14;00000000000125427702
110400000000;111;4;000000000000000000000
110403000000;111;14;00000000000125427702
110403000000;111;4;000000000000000000000
110404000000;111;14;000000000000000000000
110404000000;111;4;000000000000000000000
110405000000;111;14;000000000000000000000
110405000000;111;4;000000000000000000000
110411000000;111;14;000000000000000000000
110411000000;111;4;000000000000000000000
110490000000;111;14;000000000000000000000
110490000000;111;4;000000000000000000000
120000000000;111;14;00000000010738655717
120000000000;111;4;000000000000000000000
120100000000;111;14;00000000009428218589
120100000000;111;4;000000000000000000000
120101000000;111;14;00000000009428218589
120101000000;111;4;000000000000000000000
120101010000;111;14;00000000001470966846
120101010000;111;4;000000000000000000000
120101010100;111;14;00000000001470966846
120101010100;111;4;000000000000000000000
120101010200;111;14;000000000000000000000
120101010200;111;4;000000000000000000000
120101020000;111;14;00000000005667000677
120101020000;111;4;000000000000000000000
120101020100;111;14;00000000005667000677
120101020100;111;4;000000000000000000000
120101020200;111;14;000000000000000000000
120101020200;111;4;000000000000000000000
120101030000;111;14;00000000002290251066
120101030000;111;4;000000000000000000000
120101030100;111;14;00000000002290251066
120101030100;111;4;000000000000000000000
120101030200;111;14;000000000000000000000
120101030200;111;4;000000000000000000000
120101040000;111;14;000000000000000000000
120101040000;111;4;000000000000000000000
120102000000;111;14;000000000000000000000
120102000000;111;4;000000000000000000000
120102010000;111;14;000000000000000000000
120102010000;111;4;000000000000000000000
120102020000;111;14;000000000000000000000
120102020000;111;4;000000000000000000000
120102030000;111;14;000000000000000000000
120102030000;111;4;000000000000000000000
120200000000;111;14;000000000000000000000
120200000000;111;4;000000000000000000000
120201000000;111;14;000000000000000000000
120201000000;111;4;000000000000000000000
120201010000;111;14;000000000000000000000
120201010000;111;4;000000000000000000000
120201010100;111;14;000000000000000000000
120201010100;111;4;000000000000000000000
120201010200;111;14;000000000000000000000
120201010200;111;4;000000000000000000000
120201020000;111;14;000000000000000000000
120201020000;111;4;000000000000000000000
120201020100;111;14;000000000000000000000
120201020100;111;4;000000000000000000000
120201020200;111;14;000000000000000000000
120201020200;111;4;000000000000000000000
120201030000;111;14;000000000000000000000
120201030000;111;4;000000000000000000000
120201030100;111;14;000000000000000000000
120201030100;111;4;000000000000000000000
120201030200;111;14;000000000000000000000
120201030200;111;4;000000000000000000000
120201040000;111;14;000000000000000000000
120201040000;111;4;000000000000000000000
120202000000;111;14;000000000000000000000
120202000000;111;4;000000000000000000000
120202010000;111;14;000000000000000000000
120202010000;111;4;000000000000000000000
120202020000;111;14;000000000000000000000
120202020000;111;4;000000000000000000000
120202030000;111;14;000000000000000000000
120202030000;111;4;000000000000000000000
120300000000;111;14;00000000001310437128
120300000000;111;4;000000000000000000000
120304000000;111;14;00000000001310437128
120304000000;111;4;000000000000000000000
